Date : 2022-10-26 20:11:21
Directory : e:\ProjectCODE\PPLabs
Total : 128 files,  31398 codes, 8523 comments, 6868 blanks, all 46789 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| filename                                                                                                | language   | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| e:\ProjectCODE\PPLabs\Lab1\doc\LukesNumber.html                                                         | HTML       |        263 |         55 |          1 |        319 |
| e:\ProjectCODE\PPLabs\Lab1\doc\LukesNumberAnalyzer.html                                                 | HTML       |        247 |         54 |          1 |        302 |
| e:\ProjectCODE\PPLabs\Lab1\doc\LukesNumberProvider.html                                                 | HTML       |        247 |         54 |          1 |        302 |
| e:\ProjectCODE\PPLabs\Lab1\doc\MathExtensions.html                                                      | HTML       |        247 |         54 |          1 |        302 |
| e:\ProjectCODE\PPLabs\Lab1\doc\Program.html                                                             | HTML       |        247 |         54 |          1 |        302 |
| e:\ProjectCODE\PPLabs\Lab1\doc\allclasses-index.html                                                    | HTML       |        137 |         41 |          1 |        179 |
| e:\ProjectCODE\PPLabs\Lab1\doc\allclasses.html                                                          | HTML       |         27 |          5 |          1 |         33 |
| e:\ProjectCODE\PPLabs\Lab1\doc\allpackages-index.html                                                   | HTML       |        121 |         41 |          1 |        163 |
| e:\ProjectCODE\PPLabs\Lab1\doc\constant-values.html                                                     | HTML       |        105 |         41 |          1 |        147 |
| e:\ProjectCODE\PPLabs\Lab1\doc\deprecated-list.html                                                     | HTML       |        103 |         41 |          1 |        145 |
| e:\ProjectCODE\PPLabs\Lab1\doc\help-doc.html                                                            | HTML       |        223 |         41 |          1 |        265 |
| e:\ProjectCODE\PPLabs\Lab1\doc\index-all.html                                                           | HTML       |        159 |         46 |          1 |        206 |
| e:\ProjectCODE\PPLabs\Lab1\doc\index.html                                                               | HTML       |         21 |          2 |          1 |         24 |
| e:\ProjectCODE\PPLabs\Lab1\doc\jquery\external\jquery\jquery.js                                         | JavaScript |      6,906 |      1,890 |      2,077 |     10,873 |
| e:\ProjectCODE\PPLabs\Lab1\doc\jquery\jquery-3.5.1.js                                                   | JavaScript |      6,906 |      1,890 |      2,077 |     10,873 |
| e:\ProjectCODE\PPLabs\Lab1\doc\jquery\jquery-ui.css                                                     | CSS        |        523 |         35 |         25 |        583 |
| e:\ProjectCODE\PPLabs\Lab1\doc\jquery\jquery-ui.js                                                      | JavaScript |      1,955 |        286 |        418 |      2,659 |
| e:\ProjectCODE\PPLabs\Lab1\doc\jquery\jquery-ui.min.css                                                 | CSS        |          1 |          5 |          1 |          7 |
| e:\ProjectCODE\PPLabs\Lab1\doc\jquery\jquery-ui.min.js                                                  | JavaScript |          1 |          4 |          1 |          6 |
| e:\ProjectCODE\PPLabs\Lab1\doc\jquery\jquery-ui.structure.css                                           | CSS        |        122 |         23 |         12 |        157 |
| e:\ProjectCODE\PPLabs\Lab1\doc\jquery\jquery-ui.structure.min.css                                       | CSS        |          1 |          3 |          1 |          5 |
| e:\ProjectCODE\PPLabs\Lab1\doc\jquery\jszip-utils\dist\jszip-utils-ie.js                                | JavaScript |         37 |         14 |          6 |         57 |
| e:\ProjectCODE\PPLabs\Lab1\doc\jquery\jszip-utils\dist\jszip-utils-ie.min.js                            | JavaScript |          1 |          9 |          1 |         11 |
| e:\ProjectCODE\PPLabs\Lab1\doc\jquery\jszip-utils\dist\jszip-utils.js                                   | JavaScript |         58 |         43 |         18 |        119 |
| e:\ProjectCODE\PPLabs\Lab1\doc\jquery\jszip-utils\dist\jszip-utils.min.js                               | JavaScript |          1 |          9 |          1 |         11 |
| e:\ProjectCODE\PPLabs\Lab1\doc\jquery\jszip\dist\jszip.js                                               | JavaScript |      6,671 |      3,370 |      1,326 |     11,367 |
| e:\ProjectCODE\PPLabs\Lab1\doc\jquery\jszip\dist\jszip.min.js                                           | JavaScript |          1 |         11 |          1 |         13 |
| e:\ProjectCODE\PPLabs\Lab1\doc\member-search-index.js                                                   | JavaScript |          1 |          0 |          0 |          1 |
| e:\ProjectCODE\PPLabs\Lab1\doc\overview-tree.html                                                       | HTML       |        118 |         41 |          1 |        160 |
| e:\ProjectCODE\PPLabs\Lab1\doc\package-search-index.js                                                  | JavaScript |          1 |          0 |          0 |          1 |
| e:\ProjectCODE\PPLabs\Lab1\doc\package-summary.html                                                     | HTML       |        139 |         41 |          1 |        181 |
| e:\ProjectCODE\PPLabs\Lab1\doc\package-tree.html                                                        | HTML       |        118 |         41 |          1 |        160 |
| e:\ProjectCODE\PPLabs\Lab1\doc\script.js                                                                | JavaScript |        119 |         24 |          7 |        150 |
| e:\ProjectCODE\PPLabs\Lab1\doc\search.js                                                                | JavaScript |        297 |         25 |          5 |        327 |
| e:\ProjectCODE\PPLabs\Lab1\doc\stylesheet.css                                                           | CSS        |        831 |         68 |          8 |        907 |
| e:\ProjectCODE\PPLabs\Lab1\doc\type-search-index.js                                                     | JavaScript |          1 |          0 |          0 |          1 |
| e:\ProjectCODE\PPLabs\Lab1\src\LukesNumber.java                                                         | Java       |         15 |          5 |          3 |         23 |
| e:\ProjectCODE\PPLabs\Lab1\src\LukesNumberAnalyzer.java                                                 | Java       |         13 |          0 |          2 |         15 |
| e:\ProjectCODE\PPLabs\Lab1\src\LukesNumberProvider.java                                                 | Java       |         20 |          1 |          5 |         26 |
| e:\ProjectCODE\PPLabs\Lab1\src\MathExtensions.java                                                      | Java       |         12 |          0 |          1 |         13 |
| e:\ProjectCODE\PPLabs\Lab1\src\Program.java                                                             | Java       |         16 |          0 |          5 |         21 |
| e:\ProjectCODE\PPLabs\Lab2\pom.xml                                                                      | XML        |         73 |          4 |          7 |         84 |
| e:\ProjectCODE\PPLabs\Lab2\src\main\java\com\labs\main\Main.java                                        | Java       |         64 |          0 |          9 |         73 |
| e:\ProjectCODE\PPLabs\Lab2\src\main\java\com\labs\student\Student.java                                  | Java       |         87 |         18 |          8 |        113 |
| e:\ProjectCODE\PPLabs\Lab2\src\main\java\com\labs\student\StudentGenerator.java                         | Java       |         63 |          0 |         12 |         75 |
| e:\ProjectCODE\PPLabs\Lab3\pom.xml                                                                      | XML        |         88 |          4 |          6 |         98 |
| e:\ProjectCODE\PPLabs\Lab3\src\main\java\com\labs\Droid\Droid.java                                      | Java       |        111 |          0 |         24 |        135 |
| e:\ProjectCODE\PPLabs\Lab3\src\main\java\com\labs\Droid\DroidBuildException.java                        | Java       |          2 |          0 |          2 |          4 |
| e:\ProjectCODE\PPLabs\Lab3\src\main\java\com\labs\Droid\MachinegunDroid.java                            | Java       |         19 |          0 |          5 |         24 |
| e:\ProjectCODE\PPLabs\Lab3\src\main\java\com\labs\Droid\StandartDroid.java                              | Java       |         19 |          0 |          3 |         22 |
| e:\ProjectCODE\PPLabs\Lab3\src\main\java\com\labs\Droid\TankDroid.java                                  | Java       |         19 |          0 |          3 |         22 |
| e:\ProjectCODE\PPLabs\Lab3\src\main\java\com\labs\Game\Fight.java                                       | Java       |        106 |          0 |         16 |        122 |
| e:\ProjectCODE\PPLabs\Lab3\src\main\java\com\labs\Game\Game.java                                        | Java       |        203 |          2 |         31 |        236 |
| e:\ProjectCODE\PPLabs\Lab3\src\main\java\com\labs\Game\Logger\FileLogger.java                           | Java       |         42 |          1 |          5 |         48 |
| e:\ProjectCODE\PPLabs\Lab3\src\main\java\com\labs\Game\Logger\ILogger.java                              | Java       |          4 |          0 |          2 |          6 |
| e:\ProjectCODE\PPLabs\Lab3\src\main\java\com\labs\Game\Logger\IOLogger.java                             | Java       |         12 |          0 |          5 |         17 |
| e:\ProjectCODE\PPLabs\Lab3\src\main\java\com\labs\Game\Logger\LoggerFactory.java                        | Java       |         11 |          0 |          3 |         14 |
| e:\ProjectCODE\PPLabs\Lab3\src\main\java\com\labs\Game\MessageInterface.java                            | Java       |         30 |          0 |          4 |         34 |
| e:\ProjectCODE\PPLabs\Lab3\src\main\java\com\labs\IO\BackgroundColors.java                              | Java       |         15 |          0 |          5 |         20 |
| e:\ProjectCODE\PPLabs\Lab3\src\main\java\com\labs\IO\FontColors.java                                    | Java       |         15 |          0 |          5 |         20 |
| e:\ProjectCODE\PPLabs\Lab3\src\main\java\com\labs\IO\K32.java                                           | Java       |         46 |          1 |          9 |         56 |
| e:\ProjectCODE\PPLabs\Lab3\src\main\java\com\labs\IO\UserIO.java                                        | Java       |        121 |          4 |         25 |        150 |
| e:\ProjectCODE\PPLabs\Lab3\src\main\java\com\labs\IO\Vec2.java                                          | Java       |         20 |          0 |          6 |         26 |
| e:\ProjectCODE\PPLabs\Lab3\src\main\java\com\labs\IO\WinUs.java                                         | Java       |          8 |          0 |          3 |         11 |
| e:\ProjectCODE\PPLabs\Lab3\src\main\java\com\labs\Main.java                                             | Java       |          9 |          4 |          1 |         14 |
| e:\ProjectCODE\PPLabs\LabCPX\pom.xml                                                                    | XML        |        125 |          4 |          7 |        136 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\Main.java                                           | Java       |         12 |          0 |          3 |         15 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UIAPI\CommandResult.java                            | Java       |         11 |          0 |          2 |         13 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UIAPI\ICommand.java                                 | Java       |          4 |          0 |          2 |          6 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UIAPI\IObjectiveCommand.java                        | Java       |          4 |          0 |          2 |          6 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UIAPI\UserCommand.java                              | Java       |         19 |          0 |          6 |         25 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UIAPI\command\constant\SetConstantCommand.java      | Java       |         30 |          0 |          9 |         39 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UIAPI\command\create\CreateExemptionCommand.java    | Java       |         30 |          0 |         10 |         40 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UIAPI\command\create\CreateIncomeCommand.java       | Java       |         34 |          0 |          9 |         43 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UIAPI\command\create\CreateTaxCommand.java          | Java       |         34 |          0 |          9 |         43 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UIAPI\command\identity\AuthorizeUserCommand.java    | Java       |         33 |          0 |          9 |         42 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UIAPI\command\identity\LogoutUserCommand.java       | Java       |         24 |          0 |          5 |         29 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UIAPI\command\identity\RemoveUserCommand.java       | Java       |         30 |          0 |          9 |         39 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UIAPI\command\remove\RemoveCommand.java             | Java       |         28 |          0 |          9 |         37 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UIAPI\command\select\SelectExemptionCommand.java    | Java       |         44 |          0 |         11 |         55 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UIAPI\command\select\SelectIncomeCommand.java       | Java       |         46 |          0 |         15 |         61 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UIAPI\command\select\SelectTaxCommand.java          | Java       |         44 |          0 |         12 |         56 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UIAPI\command\select\SelectUserCommand.java         | Java       |         44 |          0 |         11 |         55 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UIAPI\command\select\SelectorConfiguration.java     | Java       |         19 |          0 |          4 |         23 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UIAPI\command\update\UpdateCommand.java             | Java       |         30 |          0 |         10 |         40 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UIAPI\command\util\GenerateYearlyReportCommand.java | Java       |         28 |          0 |         10 |         38 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UI\IUserInterface.java                              | Java       |          5 |          0 |          2 |          7 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UI\impl\СonsoleUI\ConsoleUI.java                    | Java       |        518 |          9 |         73 |        600 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UI\impl\СonsoleUI\Platform\Customization.java       | Java       |         46 |          0 |         13 |         59 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\UI\impl\СonsoleUI\Platform\K32.java                 | Java       |          7 |          0 |          2 |          9 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\entity\Constant.java                           | Java       |         17 |          0 |          3 |         20 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\entity\Exemption.java                          | Java       |         28 |          0 |          6 |         34 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\entity\Income.java                             | Java       |         61 |          0 |         14 |         75 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\entity\Tax.java                                | Java       |         50 |          0 |         10 |         60 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\entity\User.java                               | Java       |         68 |          0 |         20 |         88 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\helper\ActionEvent.java                        | Java       |         18 |          0 |          6 |         24 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\helper\ReflectionGetter.java                   | Java       |         56 |          0 |         11 |         67 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\helper\ReflectionSetter.java                   | Java       |         39 |          0 |          9 |         48 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\helper\StringableTable.java                    | Java       |        153 |          0 |         30 |        183 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\helper\UniComparator.java                      | Java       |         31 |          0 |          9 |         40 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\DependenciesInjector.java              | Java       |         16 |          1 |          4 |         21 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\ICalculator.java                       | Java       |         12 |          1 |          3 |         16 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\IConsistencyService.java               | Java       |          9 |          5 |          2 |         16 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\IConstantProvider.java                 | Java       |          9 |          1 |          3 |         13 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\ICreator.java                          | Java       |         11 |          1 |          2 |         14 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\IEssentials.java                       | Java       |          8 |          2 |          3 |         13 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\IExpressionEvaluator.java              | Java       |          9 |          4 |          3 |         16 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\IIdentityService.java                  | Java       |         15 |          1 |          2 |         18 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\ISelector.java                         | Java       |         21 |          3 |          2 |         26 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\IValueProcesssor.java                  | Java       |          9 |          1 |          3 |         13 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\IWriter.java                           | Java       |          9 |          4 |          3 |         16 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\impl\Calculator.java                   | Java       |         80 |          0 |         14 |         94 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\impl\ConsistencyService.java           | Java       |         84 |         78 |         22 |        184 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\impl\ConstantProvider.java             | Java       |         74 |          3 |         11 |         88 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\impl\CreatorService.java               | Java       |         73 |          0 |         14 |         87 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\impl\Essentials.java                   | Java       |         74 |          0 |         12 |         86 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\impl\ExpressionEvaluator.java          | Java       |         98 |          0 |         14 |        112 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\impl\IdentityService.java              | Java       |        111 |          0 |         23 |        134 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\impl\Selector.java                     | Java       |        387 |          0 |        101 |        488 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\impl\ValueProcessor.java               | Java       |         98 |          0 |         15 |        113 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\impl\Writer.java                       | Java       |         77 |          0 |         14 |         91 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\java\com\labs\core\service\module\ServiceConfigModule.java        | Java       |         29 |          0 |          4 |         33 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\resources\com\labs\core\entity\Constant.hbm.xml                   | XML        |         10 |          0 |          0 |         10 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\resources\com\labs\core\entity\Exemption.hbm.xml                  | XML        |         13 |          0 |          1 |         14 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\resources\com\labs\core\entity\Income.hbm.xml                     | XML        |         18 |          0 |          1 |         19 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\resources\com\labs\core\entity\Tax.hbm.xml                        | XML        |         16 |          0 |          1 |         17 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\resources\com\labs\core\entity\User.hbm.xml                       | XML        |         21 |          0 |          2 |         23 |
| e:\ProjectCODE\PPLabs\LabCPX\src\main\resources\hibernate.cfg.xml                                       | XML        |         18 |          0 |          1 |         19 |
| Total                                                                                                   |            |     31,398 |      8,523 |      6,868 |     46,789 |
+---------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
